pokemon,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,egg_group_1,egg_group_2,generation_id,dual_type,log_weight,log_height,base_stat_total
thundurus-incarnate,1.5,61,261,electric,flying,79,115,70,125,80,111,no-eggs,NA,5,TRUE,4.110873864173311,0.4054651081081644,580
reshiram,3.2,330,306,dragon,fire,100,120,100,150,120,90,no-eggs,NA,5,TRUE,5.799092654460526,1.1631508098056809,680
zekrom,2.9,345,306,dragon,electric,100,150,120,120,100,90,no-eggs,NA,5,TRUE,5.84354441703136,1.0647107369924282,680
landorus-incarnate,1.5,68,270,ground,flying,89,125,90,115,80,101,no-eggs,NA,5,TRUE,4.219507705176107,0.4054651081081644,600
kyurem,3,325,297,dragon,ice,125,130,90,130,90,95,no-eggs,NA,5,TRUE,5.783825182329737,1.0986122886681098,660
keldeo-ordinary,1.4,48.5,261,water,fighting,91,72,90,129,90,108,no-eggs,NA,5,TRUE,3.8815637979434374,0.3364722366212129,580
meloetta-aria,0.6,6.5,270,normal,psychic,100,77,77,128,128,90,no-eggs,NA,5,TRUE,1.8718021769015913,-0.5108256237659907,600
genesect,1.5,82.5,270,bug,steel,71,120,95,120,95,99,no-eggs,NA,5,TRUE,4.412798293340635,0.4054651081081644,600
chespin,0.4,9,63,grass,NA,56,61,65,48,45,38,ground,NA,6,FALSE,2.1972245773362196,-0.916290731874155,313
quilladin,0.7,29,142,grass,NA,61,78,95,56,58,57,ground,NA,6,FALSE,3.367295829986474,-0.35667494393873245,405
chesnaught,1.6,90,239,grass,fighting,88,107,122,74,75,64,ground,NA,6,TRUE,4.499809670330265,0.47000362924573563,530
fennekin,0.4,9.4,61,fire,NA,40,45,40,62,60,60,ground,NA,6,FALSE,2.2407096892759584,-0.916290731874155,307
braixen,1,14.5,143,fire,NA,59,59,58,90,70,73,ground,NA,6,FALSE,2.6741486494265287,0,409
delphox,1.5,39,240,fire,psychic,75,69,72,114,100,104,ground,NA,6,TRUE,3.6635616461296463,0.4054651081081644,534
froakie,0.3,7,63,water,NA,41,56,40,62,44,71,water1,NA,6,FALSE,1.9459101490553132,-1.2039728043259361,314
frogadier,0.6,10.9,142,water,NA,54,63,52,83,56,97,water1,NA,6,FALSE,2.388762789235098,-0.5108256237659907,405
greninja,1.5,40,239,water,dark,72,95,67,103,71,122,water1,NA,6,TRUE,3.6888794541139363,0.4054651081081644,530
bunnelby,0.4,5,47,normal,NA,38,36,38,32,36,57,ground,NA,6,FALSE,1.6094379124341003,-0.916290731874155,237
diggersby,1,42.4,148,normal,ground,85,56,77,50,77,78,ground,NA,6,TRUE,3.7471483622379123,0,423
fletchling,0.3,1.7,56,normal,flying,45,50,43,40,38,62,flying,NA,6,TRUE,0.5306282510621704,-1.2039728043259361,278
fletchinder,0.7,16,134,fire,flying,62,73,55,56,52,84,flying,NA,6,TRUE,2.772588722239781,-0.35667494393873245,382
talonflame,1.2,24.5,175,fire,flying,78,81,71,74,69,126,flying,NA,6,TRUE,3.1986731175506815,0.1823215567939546,499
scatterbug,0.3,2.5,40,bug,NA,38,35,40,27,25,35,bug,NA,6,FALSE,0.9162907318741551,-1.2039728043259361,200
spewpa,0.3,8.4,75,bug,NA,45,22,60,27,30,29,bug,NA,6,FALSE,2.128231705849268,-1.2039728043259361,213
vivillon,1.2,17,185,bug,flying,80,52,50,90,50,89,bug,NA,6,TRUE,2.833213344056216,0.1823215567939546,411
litleo,0.6,13.5,74,fire,normal,62,50,58,73,54,72,ground,NA,6,TRUE,2.6026896854443837,-0.5108256237659907,369
pyroar,1.5,81.5,177,fire,normal,86,68,72,109,66,106,ground,NA,6,TRUE,4.400603020246817,0.4054651081081644,507
flabebe,0.1,0.1,61,fairy,NA,44,38,39,61,79,42,fairy,NA,6,FALSE,-2.3025850929940455,-2.3025850929940455,303
floette,0.2,0.9,130,fairy,NA,54,45,47,75,98,52,fairy,NA,6,FALSE,-0.10536051565782628,-1.6094379124341003,371
florges,1.1,10,248,fairy,NA,78,65,68,112,154,75,fairy,NA,6,FALSE,2.302585092994046,0.09531017980432493,552
skiddo,0.9,31,70,grass,NA,66,65,48,62,57,52,ground,NA,6,FALSE,3.4339872044851463,-0.10536051565782628,350
gogoat,1.7,91,186,grass,NA,123,100,62,97,81,68,ground,NA,6,FALSE,4.51085950651685,0.5306282510621704,531
pancham,0.6,8,70,fighting,NA,67,82,62,46,48,43,ground,humanshape,6,FALSE,2.0794415416798357,-0.5108256237659907,348
pangoro,2.1,136,173,fighting,dark,95,124,78,69,71,58,ground,humanshape,6,TRUE,4.912654885736052,0.7419373447293773,495
furfrou,1.2,28,165,normal,NA,75,80,60,65,90,102,ground,NA,6,FALSE,3.332204510175204,0.1823215567939546,472
espurr,0.3,3.5,71,psychic,NA,62,48,54,63,60,68,ground,NA,6,FALSE,1.252762968495368,-1.2039728043259361,355
meowstic-male,0.6,8.5,163,psychic,NA,74,48,76,83,81,104,ground,NA,6,FALSE,2.1400661634962708,-0.5108256237659907,466
honedge,0.8,2,65,steel,ghost,45,80,100,35,37,28,mineral,NA,6,TRUE,0.6931471805599453,-0.2231435513142097,325
doublade,0.8,4.5,157,steel,ghost,59,110,150,45,49,35,mineral,NA,6,TRUE,1.5040773967762742,-0.2231435513142097,448
aegislash-shield,1.7,53,234,steel,ghost,60,50,150,50,150,60,mineral,NA,6,TRUE,3.970291913552122,0.5306282510621704,520
spritzee,0.2,0.5,68,fairy,NA,78,52,60,63,65,23,fairy,NA,6,FALSE,-0.6931471805599453,-1.6094379124341003,341
aromatisse,0.8,15.5,162,fairy,NA,101,72,72,99,89,29,fairy,NA,6,FALSE,2.740840023925201,-0.2231435513142097,462
swirlix,0.4,3.5,68,fairy,NA,62,48,66,59,57,49,fairy,NA,6,FALSE,1.252762968495368,-0.916290731874155,341
slurpuff,0.8,5,168,fairy,NA,82,80,86,85,75,72,fairy,NA,6,FALSE,1.6094379124341003,-0.2231435513142097,480
inkay,0.4,3.5,58,dark,psychic,53,54,53,37,46,45,water1,water2,6,TRUE,1.252762968495368,-0.916290731874155,288
malamar,1.5,47,169,dark,psychic,86,92,88,68,75,73,water1,water2,6,TRUE,3.8501476017100584,0.4054651081081644,482
binacle,0.5,31,61,rock,water,42,52,67,39,56,50,water3,NA,6,TRUE,3.4339872044851463,-0.6931471805599453,306
barbaracle,1.3,96,175,rock,water,72,105,115,54,86,68,water3,NA,6,TRUE,4.564348191467836,0.26236426446749106,500
skrelp,0.5,7.3,64,poison,water,50,60,60,60,60,30,water1,dragon,6,TRUE,1.9878743481543455,-0.6931471805599453,320
dragalge,1.8,81.5,173,poison,dragon,65,75,90,97,123,44,water1,dragon,6,TRUE,4.400603020246817,0.5877866649021191,494
clauncher,0.5,8.3,66,water,NA,50,53,62,58,63,44,water1,water3,6,FALSE,2.1162555148025524,-0.6931471805599453,330
clawitzer,1.3,35.3,100,water,NA,71,73,88,120,89,59,water1,water3,6,FALSE,3.563882963939251,0.26236426446749106,500
helioptile,0.5,6,58,electric,normal,44,38,33,61,43,70,monster,dragon,6,TRUE,1.791759469228055,-0.6931471805599453,289
heliolisk,1,21,168,electric,normal,62,55,52,109,94,109,monster,dragon,6,TRUE,3.044522437723423,0,481
tyrunt,0.8,26,72,rock,dragon,58,89,77,45,45,48,monster,dragon,6,TRUE,3.258096538021482,-0.2231435513142097,362
tyrantrum,2.5,270,182,rock,dragon,82,121,119,69,59,71,monster,dragon,6,TRUE,5.598421958998375,0.9162907318741551,521
amaura,1.3,25.2,72,rock,ice,77,59,50,67,63,46,monster,NA,6,TRUE,3.2268439945173775,0.26236426446749106,362
aurorus,2.7,225,104,rock,ice,123,77,72,99,92,58,monster,NA,6,TRUE,5.41610040220442,0.9932517730102834,521
sylveon,1,23.5,184,fairy,NA,95,65,65,110,130,60,ground,NA,6,FALSE,3.1570004211501135,0,525
hawlucha,0.8,21.5,175,fighting,flying,78,92,75,74,63,118,humanshape,NA,6,TRUE,3.068052935133617,-0.2231435513142097,500
dedenne,0.2,2.2,151,electric,fairy,67,58,57,81,67,101,ground,fairy,6,TRUE,0.7884573603642703,-1.6094379124341003,431
carbink,0.3,5.7,100,rock,fairy,50,50,150,50,150,50,fairy,mineral,6,TRUE,1.7404661748405046,-1.2039728043259361,500
goomy,0.3,2.8,60,dragon,NA,45,50,35,55,75,40,dragon,NA,6,FALSE,1.0296194171811581,-1.2039728043259361,300
sliggoo,0.8,17.5,158,dragon,NA,68,75,53,83,113,60,dragon,NA,6,FALSE,2.8622008809294686,-0.2231435513142097,452
goodra,2,150.5,270,dragon,NA,90,100,70,110,150,80,dragon,NA,6,FALSE,5.01396308418893,0.6931471805599453,600
klefki,0.2,3,165,steel,fairy,57,80,91,80,87,75,mineral,NA,6,TRUE,1.0986122886681098,-1.6094379124341003,470
phantump,0.4,7,62,ghost,grass,43,70,48,50,60,38,plant,indeterminate,6,TRUE,1.9459101490553132,-0.916290731874155,309
trevenant,1.5,71,166,ghost,grass,85,110,76,65,82,56,plant,indeterminate,6,TRUE,4.2626798770413155,0.4054651081081644,474
pumpkaboo-average,0.4,5,67,ghost,grass,49,66,70,44,55,51,indeterminate,NA,6,TRUE,1.6094379124341003,-0.916290731874155,335
gourgeist-average,0.9,12.5,173,ghost,grass,65,90,122,58,75,84,indeterminate,NA,6,TRUE,2.5257286443082556,-0.10536051565782628,494
bergmite,1,99.5,61,ice,NA,55,69,85,32,35,28,monster,NA,6,FALSE,4.600157644164547,0,304
avalugg,2,505,180,ice,NA,95,117,184,44,46,28,monster,NA,6,FALSE,6.22455842927536,0.6931471805599453,514
noibat,0.5,8,49,flying,dragon,40,30,35,45,40,55,flying,NA,6,TRUE,2.0794415416798357,-0.6931471805599453,245
noivern,1.5,85,187,flying,dragon,85,70,80,97,80,123,flying,NA,6,TRUE,4.442651256490317,0.4054651081081644,535
xerneas,3,215,306,fairy,NA,126,131,95,131,98,99,no-eggs,NA,6,FALSE,5.3706380281276624,1.0986122886681098,680
yveltal,5.8,203,306,dark,flying,126,131,95,131,98,99,no-eggs,NA,6,TRUE,5.313205979041787,1.7578579175523736,680
zygarde,5,305,270,dragon,ground,108,100,121,81,95,95,no-eggs,NA,6,TRUE,5.720311776607412,1.6094379124341003,600
diancie,0.7,8.8,270,rock,fairy,50,100,150,100,150,50,no-eggs,NA,6,TRUE,2.174751721484161,-0.35667494393873245,600
hoopa,0.5,9,270,psychic,ghost,80,110,60,150,130,70,no-eggs,NA,6,TRUE,2.1972245773362196,-0.6931471805599453,600
volcanion,1.7,195,270,fire,water,80,110,120,130,90,70,no-eggs,NA,6,TRUE,5.272999558563747,0.5306282510621704,600
rowlet,0.3,1.5,64,grass,flying,68,55,55,50,50,42,flying,NA,7,TRUE,0.4054651081081644,-1.2039728043259361,320
dartrix,0.7,16,147,grass,flying,78,75,75,70,70,52,flying,NA,7,TRUE,2.772588722239781,-0.35667494393873245,420
decidueye,1.6,36.6,239,grass,ghost,78,107,75,100,100,70,flying,NA,7,TRUE,3.6000482404073204,0.47000362924573563,530
litten,0.4,4.3,64,fire,NA,45,65,40,60,40,70,ground,NA,7,FALSE,1.4586150226995167,-0.916290731874155,320
torracat,0.7,25,147,fire,NA,65,85,50,80,50,90,ground,NA,7,FALSE,3.2188758248682006,-0.35667494393873245,420
incineroar,1.8,83,239,fire,dark,95,115,90,80,90,60,ground,NA,7,TRUE,4.418840607796598,0.5877866649021191,530
popplio,0.4,7.5,64,water,NA,50,54,54,66,56,40,water1,ground,7,FALSE,2.0149030205422647,-0.916290731874155,320
brionne,0.6,17.5,147,water,NA,60,69,69,91,81,50,water1,ground,7,FALSE,2.8622008809294686,-0.5108256237659907,420
primarina,1.8,44,239,water,fairy,80,74,74,126,116,60,water1,ground,7,TRUE,3.784189633918261,0.5877866649021191,530
pikipek,0.3,1.2,53,normal,flying,35,75,30,30,30,65,flying,NA,7,TRUE,0.1823215567939546,-1.2039728043259361,265
trumbeak,0.6,14.8,124,normal,flying,55,85,50,40,50,75,flying,NA,7,TRUE,2.6946271807700692,-0.5108256237659907,355
toucannon,1.1,26,218,normal,flying,80,120,75,75,75,60,flying,NA,7,TRUE,3.258096538021482,0.09531017980432493,485
yungoos,0.4,6,51,normal,NA,48,70,30,30,30,45,ground,NA,7,FALSE,1.791759469228055,-0.916290731874155,253
gumshoos,0.7,14.2,146,normal,NA,88,110,60,55,60,45,ground,NA,7,FALSE,2.653241964607215,-0.35667494393873245,418
grubbin,0.4,4.4,60,bug,NA,47,62,45,55,45,46,bug,NA,7,FALSE,1.4816045409242156,-0.916290731874155,300
charjabug,0.5,10.5,140,bug,electric,57,82,95,55,75,36,bug,NA,7,TRUE,2.3513752571634776,-0.6931471805599453,400
vikavolt,1.5,45,225,bug,electric,77,70,90,145,75,43,bug,NA,7,TRUE,3.8066624897703196,0.4054651081081644,500
crabrawler,0.6,7,68,fighting,NA,47,82,57,42,47,63,water3,NA,7,FALSE,1.9459101490553132,-0.5108256237659907,338
crabominable,1.7,180,167,fighting,ice,97,132,77,62,67,43,water3,NA,7,TRUE,5.19295685089021,0.5306282510621704,478
oricorio-baile,0.6,3.4,167,fire,flying,75,70,70,98,70,93,flying,NA,7,TRUE,1.2237754316221157,-0.5108256237659907,476
cutiefly,0.1,0.2,61,bug,fairy,40,45,40,55,40,84,bug,fairy,7,TRUE,-1.6094379124341003,-2.3025850929940455,304
ribombee,0.2,0.5,162,bug,fairy,60,55,60,95,70,124,bug,fairy,7,TRUE,-0.6931471805599453,-1.6094379124341003,464
rockruff,0.5,9.2,56,rock,NA,45,65,40,30,40,60,ground,NA,7,FALSE,2.2192034840549946,-0.6931471805599453,280
lycanroc-midday,0.8,25,170,rock,NA,75,115,65,55,65,112,ground,NA,7,FALSE,3.2188758248682006,-0.2231435513142097,487
wishiwashi-solo,0.2,0.3,61,water,NA,45,20,20,25,25,40,water2,NA,7,FALSE,-1.2039728043259361,-1.6094379124341003,175
mareanie,0.4,8,61,poison,water,50,53,62,43,52,45,water1,NA,7,TRUE,2.0794415416798357,-0.916290731874155,305
toxapex,0.7,14.5,173,poison,water,50,63,152,53,142,35,water1,NA,7,TRUE,2.6741486494265287,-0.35667494393873245,495
mudbray,1,110,77,ground,NA,70,100,70,45,55,45,ground,NA,7,FALSE,4.700480365792417,0,385
mudsdale,2.5,920,175,ground,NA,100,125,100,55,85,35,ground,NA,7,FALSE,6.824373670043086,0.9162907318741551,500
dewpider,0.3,4,54,water,bug,38,40,52,40,72,27,water1,bug,7,TRUE,1.3862943611198906,-1.2039728043259361,269
araquanid,1.8,82,159,water,bug,68,70,92,50,132,42,water1,bug,7,TRUE,4.406719247264253,0.5877866649021191,454
fomantis,0.3,1.5,50,grass,NA,40,55,35,50,35,35,plant,NA,7,FALSE,0.4054651081081644,-1.2039728043259361,250
lurantis,0.9,18.5,168,grass,NA,70,105,90,80,90,45,plant,NA,7,FALSE,2.917770732084279,-0.10536051565782628,480
morelull,0.2,1.5,57,grass,fairy,40,35,55,65,75,15,plant,NA,7,TRUE,0.4054651081081644,-1.6094379124341003,285
shiinotic,1,11.5,142,grass,fairy,60,45,80,90,100,30,plant,NA,7,TRUE,2.4423470353692043,0,405
salandit,0.6,4.8,64,poison,fire,48,44,40,71,40,77,monster,dragon,7,TRUE,1.5686159179138452,-0.5108256237659907,320
salazzle,1.2,22.2,168,poison,fire,68,64,60,111,60,117,monster,dragon,7,TRUE,3.100092288878234,0.1823215567939546,480
stufful,0.5,6.8,68,normal,fighting,70,75,50,45,50,50,ground,NA,7,TRUE,1.916922612182061,-0.6931471805599453,340
bewear,2.1,135,175,normal,fighting,120,125,80,55,60,60,ground,NA,7,TRUE,4.90527477843843,0.7419373447293773,500
bounsweet,0.3,3.2,42,grass,NA,42,30,38,30,38,32,plant,NA,7,FALSE,1.1631508098056809,-1.2039728043259361,210
steenee,0.7,8.2,102,grass,NA,52,40,48,40,48,62,plant,NA,7,FALSE,2.1041341542702074,-0.35667494393873245,290
tsareena,1.2,21.4,230,grass,NA,72,120,98,50,98,72,plant,NA,7,FALSE,3.0633909220278057,0.1823215567939546,510
comfey,0.1,0.3,170,fairy,NA,51,52,90,82,110,100,plant,NA,7,FALSE,-1.2039728043259361,-2.3025850929940455,485
oranguru,1.5,76,172,normal,psychic,90,60,80,90,110,60,ground,NA,7,TRUE,4.330733340286331,0.4054651081081644,490
passimian,2,82.8,172,fighting,NA,100,120,90,40,60,80,ground,NA,7,FALSE,4.416428061391214,0.6931471805599453,490
wimpod,0.5,12,46,bug,water,25,35,40,20,30,80,bug,water3,7,TRUE,2.4849066497880004,-0.6931471805599453,230
golisopod,2,108,186,bug,water,75,125,140,60,90,40,bug,water3,7,TRUE,4.68213122712422,0.6931471805599453,530
sandygast,0.5,70,64,ghost,ground,55,55,80,70,45,15,indeterminate,NA,7,TRUE,4.248495242049359,-0.6931471805599453,320
palossand,1.3,250,168,ghost,ground,85,75,110,100,75,35,indeterminate,NA,7,TRUE,5.521460917862246,0.26236426446749106,480
pyukumuku,0.3,1.2,144,water,NA,55,60,130,30,130,5,water1,NA,7,FALSE,0.1823215567939546,-1.2039728043259361,410
type-null,1.9,120.5,107,normal,NA,95,95,95,95,95,59,no-eggs,NA,7,FALSE,4.791649752930709,0.6418538861723947,534
silvally,2.3,100.5,114,normal,NA,95,95,95,95,95,95,no-eggs,NA,7,FALSE,4.61015772749913,0.8329091229351039,570
minior-red-meteor,0.3,40,154,rock,flying,60,60,100,60,100,60,mineral,NA,7,TRUE,3.6888794541139363,-1.2039728043259361,440
komala,0.4,19.9,168,normal,NA,65,115,65,75,95,65,ground,NA,7,FALSE,2.990719731730447,-0.916290731874155,480
turtonator,2,212,170,fire,dragon,60,78,135,91,85,36,monster,dragon,7,TRUE,5.356586274672012,0.6931471805599453,485
togedemaru,0.3,3.3,152,electric,steel,65,98,63,40,73,96,ground,fairy,7,TRUE,1.1939224684724346,-1.2039728043259361,435
mimikyu-disguised,0.2,0.7,167,ghost,fairy,55,90,80,50,105,96,indeterminate,NA,7,TRUE,-0.35667494393873245,-1.6094379124341003,476
bruxish,0.9,19,166,water,psychic,68,105,70,70,70,92,water2,NA,7,TRUE,2.9444389791664403,-0.10536051565782628,475
drampa,3,185,170,normal,dragon,78,60,85,135,91,36,monster,dragon,7,TRUE,5.220355825078324,1.0986122886681098,485
dhelmise,3.9,210,181,ghost,grass,70,131,100,86,90,40,mineral,NA,7,TRUE,5.3471075307174685,1.3609765531356006,517
jangmo-o,0.6,29.7,60,dragon,NA,45,55,65,45,45,45,dragon,NA,7,FALSE,3.391147045808654,-0.5108256237659907,300
hakamo-o,1.2,47,147,dragon,fighting,55,75,90,65,70,65,dragon,NA,7,TRUE,3.8501476017100584,0.1823215567939546,420
kommo-o,1.6,78.2,270,dragon,fighting,75,110,125,100,105,85,dragon,NA,7,TRUE,4.359269647551265,0.47000362924573563,600
tapu-koko,1.8,20.5,114,electric,fairy,70,115,85,95,75,130,no-eggs,NA,7,TRUE,3.0204248861443626,0.5877866649021191,570
tapu-lele,1.2,18.6,114,psychic,fairy,70,85,75,130,115,95,no-eggs,NA,7,TRUE,2.9231615807191558,0.1823215567939546,570
tapu-bulu,1.9,45.5,114,grass,fairy,70,130,115,85,95,75,no-eggs,NA,7,TRUE,3.817712325956905,0.6418538861723947,570
tapu-fini,1.3,21.2,114,water,fairy,70,75,115,95,130,85,no-eggs,NA,7,TRUE,3.054001181677967,0.26236426446749106,570
cosmog,0.2,0.1,40,psychic,NA,43,29,31,29,31,37,no-eggs,NA,7,FALSE,-2.3025850929940455,-1.6094379124341003,200
cosmoem,0.1,999.9,80,psychic,NA,43,29,131,29,131,37,no-eggs,NA,7,FALSE,6.907655273981804,-2.3025850929940455,400
solgaleo,3.4,230,136,psychic,steel,137,137,107,113,89,97,no-eggs,NA,7,TRUE,5.438079308923196,1.2237754316221157,680
lunala,4,120,136,psychic,ghost,137,113,89,137,107,97,no-eggs,NA,7,TRUE,4.787491742782046,1.3862943611198906,680
nihilego,1.2,55.5,114,rock,poison,109,53,47,127,131,103,no-eggs,NA,7,TRUE,4.0163830207523885,0.1823215567939546,570
buzzwole,2.4,333.6,114,bug,fighting,107,139,139,53,53,79,no-eggs,NA,7,TRUE,5.809942670484592,0.8754687373538999,570
pheromosa,1.8,25,114,bug,fighting,71,137,37,137,37,151,no-eggs,NA,7,TRUE,3.2188758248682006,0.5877866649021191,570
xurkitree,3.8,100,114,electric,NA,83,89,71,173,71,83,no-eggs,NA,7,FALSE,4.605170185988092,1.33500106673234,570
celesteela,9.2,999.9,114,steel,flying,97,101,103,107,101,61,no-eggs,NA,7,TRUE,6.907655273981804,2.2192034840549946,570
kartana,0.3,0.1,114,grass,steel,59,181,131,59,31,109,no-eggs,NA,7,TRUE,-2.3025850929940455,-1.2039728043259361,570
guzzlord,5.5,888,114,dark,dragon,223,101,53,97,53,43,no-eggs,NA,7,TRUE,6.78897174299217,1.7047480922384253,570
necrozma,2.4,230,120,psychic,NA,97,107,101,127,89,79,no-eggs,NA,7,FALSE,5.438079308923196,0.8754687373538999,600
magearna,1,80.5,120,steel,fairy,80,95,115,130,115,65,no-eggs,NA,7,TRUE,4.388257184424518,0,600
marshadow,0.7,22.2,120,fighting,ghost,90,125,80,90,90,125,no-eggs,NA,7,TRUE,3.100092288878234,-0.35667494393873245,600
deoxys-attack,1.7,60.8,270,psychic,NA,50,180,20,180,20,150,no-eggs,NA,NA,FALSE,4.107589788972121,0.5306282510621704,600
deoxys-defense,1.7,60.8,270,psychic,NA,50,70,160,70,160,90,no-eggs,NA,NA,FALSE,4.107589788972121,0.5306282510621704,600
deoxys-speed,1.7,60.8,270,psychic,NA,50,95,90,95,90,180,no-eggs,NA,NA,FALSE,4.107589788972121,0.5306282510621704,600
wormadam-sandy,0.5,6.5,148,bug,ground,60,79,105,59,85,36,bug,NA,NA,TRUE,1.8718021769015913,-0.6931471805599453,424
wormadam-trash,0.5,6.5,148,bug,steel,60,69,95,69,95,36,bug,NA,NA,TRUE,1.8718021769015913,-0.6931471805599453,424
shaymin-sky,0.4,5.2,270,grass,flying,100,103,75,120,75,127,no-eggs,NA,NA,TRUE,1.6486586255873816,-0.916290731874155,600
giratina-origin,6.9,650,306,ghost,dragon,150,120,100,120,100,90,no-eggs,NA,NA,TRUE,6.476972362889683,1.9315214116032138,680
rotom-heat,0.3,0.3,182,electric,fire,50,65,107,105,107,86,indeterminate,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,520
rotom-wash,0.3,0.3,182,electric,water,50,65,107,105,107,86,indeterminate,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,520
rotom-frost,0.3,0.3,182,electric,ice,50,65,107,105,107,86,indeterminate,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,520
rotom-fan,0.3,0.3,182,electric,flying,50,65,107,105,107,86,indeterminate,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,520
rotom-mow,0.3,0.3,182,electric,grass,50,65,107,105,107,86,indeterminate,NA,NA,TRUE,-1.2039728043259361,-1.2039728043259361,520
castform-sunny,0.3,0.8,147,fire,NA,70,70,70,70,70,70,fairy,indeterminate,NA,FALSE,-0.2231435513142097,-1.2039728043259361,420
castform-rainy,0.3,0.8,147,water,NA,70,70,70,70,70,70,fairy,indeterminate,NA,FALSE,-0.2231435513142097,-1.2039728043259361,420
castform-snowy,0.3,0.8,147,ice,NA,70,70,70,70,70,70,fairy,indeterminate,NA,FALSE,-0.2231435513142097,-1.2039728043259361,420
basculin-blue-striped,1,18,161,water,NA,70,92,65,80,55,98,water2,NA,NA,FALSE,2.8903717578961645,0,460
darmanitan-zen,1.3,92.9,189,fire,psychic,105,30,105,140,105,55,ground,NA,NA,TRUE,4.531523645819793,0.26236426446749106,540
meloetta-pirouette,0.6,6.5,270,normal,fighting,100,128,90,77,77,128,no-eggs,NA,NA,TRUE,1.8718021769015913,-0.5108256237659907,600
tornadus-therian,1.4,63,261,flying,NA,79,100,80,110,90,121,no-eggs,NA,NA,FALSE,4.143134726391533,0.3364722366212129,580
thundurus-therian,3,61,261,electric,flying,79,105,70,145,80,101,no-eggs,NA,NA,TRUE,4.110873864173311,1.0986122886681098,580
landorus-therian,1.3,68,270,ground,flying,89,145,90,105,80,91,no-eggs,NA,NA,TRUE,4.219507705176107,0.26236426446749106,600
kyurem-black,3.3,325,315,dragon,ice,125,170,100,120,90,95,no-eggs,NA,NA,TRUE,5.783825182329737,1.1939224684724346,700
kyurem-white,3.6,325,315,dragon,ice,125,120,90,170,100,95,no-eggs,NA,NA,TRUE,5.783825182329737,1.2809338454620642,700
keldeo-resolute,1.4,48.5,261,water,fighting,91,72,90,129,90,108,no-eggs,NA,NA,TRUE,3.8815637979434374,0.3364722366212129,580
meowstic-female,0.6,8.5,163,psychic,NA,74,48,76,83,81,104,ground,NA,NA,FALSE,2.1400661634962708,-0.5108256237659907,466
aegislash-blade,1.7,53,234,steel,ghost,60,150,50,150,50,60,mineral,NA,NA,TRUE,3.970291913552122,0.5306282510621704,520
pumpkaboo-small,0.3,3.5,67,ghost,grass,44,66,70,44,55,56,indeterminate,NA,NA,TRUE,1.252762968495368,-1.2039728043259361,335
pumpkaboo-large,0.5,7.5,67,ghost,grass,54,66,70,44,55,46,indeterminate,NA,NA,TRUE,2.0149030205422647,-0.6931471805599453,335
pumpkaboo-super,0.8,15,67,ghost,grass,59,66,70,44,55,41,indeterminate,NA,NA,TRUE,2.70805020110221,-0.2231435513142097,335
gourgeist-small,0.7,9.5,173,ghost,grass,55,85,122,58,75,99,indeterminate,NA,NA,TRUE,2.2512917986064953,-0.35667494393873245,494
gourgeist-large,1.1,14,173,ghost,grass,75,95,122,58,75,69,indeterminate,NA,NA,TRUE,2.6390573296152584,0.09531017980432493,494
gourgeist-super,1.7,39,173,ghost,grass,85,100,122,58,75,54,indeterminate,NA,NA,TRUE,3.6635616461296463,0.5306282510621704,494
venusaur-mega,2.4,155.5,281,grass,poison,80,100,123,122,120,80,monster,plant,NA,TRUE,5.0466457316192885,0.8754687373538999,625
charizard-mega-x,1.7,110.5,285,fire,dragon,78,130,111,130,85,100,monster,dragon,NA,TRUE,4.705015520957808,0.5306282510621704,634
charizard-mega-y,1.7,100.5,285,fire,flying,78,104,78,159,115,100,monster,dragon,NA,TRUE,4.61015772749913,0.5306282510621704,634
blastoise-mega,1.6,101.1,284,water,NA,79,103,120,135,115,78,monster,water1,NA,FALSE,4.616110126026426,0.47000362924573563,630
alakazam-mega,1.2,48,270,psychic,NA,55,50,65,175,105,150,humanshape,NA,NA,FALSE,3.871201010907891,0.1823215567939546,600
gengar-mega,1.4,40.5,270,ghost,poison,60,65,80,170,95,130,indeterminate,NA,NA,TRUE,3.7013019741124933,0.3364722366212129,600
kangaskhan-mega,2.2,100,207,normal,NA,105,125,100,60,100,100,monster,NA,NA,FALSE,4.605170185988092,0.7884573603642703,590
pinsir-mega,1.7,59,210,bug,flying,65,155,120,65,90,105,bug,NA,NA,TRUE,4.07753744390572,0.5306282510621704,600
gyarados-mega,6.5,305,224,water,dark,95,155,109,70,130,81,water2,dragon,NA,TRUE,5.720311776607412,1.8718021769015913,640
aerodactyl-mega,2.1,79,215,rock,flying,80,135,85,70,95,150,flying,NA,NA,TRUE,4.3694478524670215,0.7419373447293773,615
mewtwo-mega-x,2.3,127,351,psychic,fighting,106,190,100,154,100,130,no-eggs,NA,NA,TRUE,4.844187086458591,0.8329091229351039,780
mewtwo-mega-y,1.5,33,351,psychic,NA,106,150,70,194,120,140,no-eggs,NA,NA,FALSE,3.4965075614664802,0.4054651081081644,780
ampharos-mega,1.4,61.5,275,electric,dragon,90,95,105,165,110,45,monster,ground,NA,TRUE,4.119037174812473,0.3364722366212129,610
